Image,whaleID,bonnet_tip_x,bonnet_tip_y,blowhead_x,blowhead_y
w_7812.jpg,whale_48813,256.8677896782426,384.82011593273546,236.44904590824262,123.4601956927354
w_4598.jpg,whale_09913,447.5058123940512,194.40924302850033,161.6433996240512,247.49797682850055
w_3828.jpg,whale_45062,58.2425736171142,82.5986687560802,284.8906294571143,137.72927693108022
w_8734.jpg,whale_74162,193.96412354450354,238.65502645483912,185.79662603450356,85.51444819483913
w_3251.jpg,whale_99558,248.96030124682147,427.5025874215138,255.0859243768216,233.5245216155139
w_8063.jpg,whale_59255,187.51155827011576,42.92189099393988,222.22342268011585,153.1831073449399
w_5624.jpg,whale_87291,135.54264303127025,117.02863265000087,339.73008072127027,298.75545218900083
w_825.jpg,whale_33152,498.7486473393176,102.51028904436964,172.68683278931758,244.58007967136973
w_3974.jpg,whale_88147,78.57419571999185,469.88692973999514,409.35784477999164,121.87496562999513
w_3049.jpg,whale_77693,680.7377946485749,60.23143876228335,398.95913063857483,94.94330316928335
w_6660.jpg,whale_74625,218.0717098888881,194.88877594159828,738.3668245488884,542.9007400515983
w_3909.jpg,whale_06069,527.9306707981746,270.10530235816486,280.8638711981746,143.50909099816477
w_2632.jpg,whale_62939,154.99293423008385,170.34733280906198,492.6679093000839,163.45600678906203
w_7754.jpg,whale_67036,370.3096539099648,574.0708155699563,331.5140407499649,206.5334277399561
w_1681.jpg,whale_78785,148.9258340592212,76.25051986364497,263.27079915922127,206.93047998064503
w_4130.jpg,whale_75682,202.3458901909462,10.378881913709733,290.1464884009463,141.05884203370977
w_1194.jpg,whale_08017,81.88399348289158,116.24830664841193,400.4163962728917,197.92328172341195
w_5390.jpg,whale_23574,162.74123280011804,115.60090572253603,401.64053489011803,236.071493952536
w_8923.jpg,whale_06069,420.91954977319097,292.9947464036094,188.14587080319097,139.85416814160953
w_8790.jpg,whale_46169,234.63709619945882,382.16583233404845,230.553347449459,165.7271483840484
w_4522.jpg,whale_11242,637.6662015799307,202.33838912996475,210.40398821993085,643.3832545399648
w_6695.jpg,whale_03227,320.70820896995224,132.25959231996126,22.594549949952125,68.96148663996132
w_1052.jpg,whale_24815,418.03840651285896,303.8053246535966,222.0184663328589,117.99475635859653
w_7212.jpg,whale_36231,463.64573747999316,196.0120709109973,234.9558072699931,273.6032972319973
w_735.jpg,whale_89615,92.17713740746831,43.0951015546716,208.56397688746824,77.80696596467146
w_3805.jpg,whale_64989,236.4336374831487,492.3074644647006,501.87730647314856,275.8687805247007
w_707.jpg,whale_52342,66.97035830113578,405.3108302169137,216.02718781113572,186.83027188691358
w_9271.jpg,whale_63948,147.5697235033074,455.57684049666636,388.51089997330723,135.0025633266664
w_7097.jpg,whale_80947,198.7101178330729,45.210902410929066,51.69516270307281,77.88089244092907
w_3779.jpg,whale_80247,259.98345890531755,716.4628124483279,652.7890421553175,330.54855521832815
w_5312.jpg,whale_11076,302.27199571519225,66.89003282729803,218.55514626519232,371.1293149812981
w_6038.jpg,whale_70138,215.2677998499903,121.15199803999371,601.1820570699902,-30.457174440006156
w_5859.jpg,whale_11242,400.088011810381,560.4088663501723,289.82679546038116,184.8315981501721
w_6731.jpg,whale_07863,412.1522538625168,492.84994490607824,388.03261279251683,165.5119588660782
w_4144.jpg,whale_36300,287.1960191335538,96.4578318976653,240.2329084635537,176.0909325876653
w_4817.jpg,whale_64634,306.81640739996897,65.66077347598207,159.80145225996898,239.22009550998212
w_2319.jpg,whale_22448,375.5909378146232,121.49029182789525,216.32473642462332,309.3427344968952
w_446.jpg,whale_68116,105.9446670341465,312.8502338104813,261.12711967414634,96.41154985948128
w_8673.jpg,whale_30331,133.99853879424438,348.29523711056396,344.31159960824436,166.5684175695639
w_5770.jpg,whale_88147,876.1232449899285,497.6627654999734,435.0783795799284,297.8143108699735
w_133.jpg,whale_64006,340.38060629800884,431.4876569669725,236.24501307800892,190.54648049397258
w_3003.jpg,whale_54796,201.9378266898459,85.3460308685901,365.28777683984595,369.1665692525901
w_5033.jpg,whale_48415,148.00544916998092,163.41678149998324,626.9526076899808,249.55835677998334
w_6015.jpg,whale_09181,216.68481554998152,112.01444665998815,54.020807579981465,36.433190428988155
w_6511.jpg,whale_86041,178.58535319316547,70.43617308007754,156.1247350531653,315.4610983040776
w_2935.jpg,whale_81818,114.36188116397318,169.73857632996896,308.3399469699731,108.48234501996899
w_4664.jpg,whale_99573,155.1516271225844,307.0824900554287,510.4377687025842,149.8581630354288
w_5938.jpg,whale_47734,292.89074735994745,289.8645250259716,198.96452602994736,67.30021794797153
w_8430.jpg,whale_58010,330.81014825672037,191.36107120330553,173.58582123672045,256.7010512633053
w_9105.jpg,whale_23525,164.63671195135862,466.27164065260627,411.7035115513586,155.90673537260636
w_6365.jpg,whale_48490,167.4592119374097,108.51887604331682,394.87297066740985,294.5846786333168
w_2577.jpg,whale_02411,119.26611613999194,252.66818291999527,296.90918691999195,138.32321780999507
w_8281.jpg,whale_80247,656.0272645221213,106.16945265936067,290.53175107212144,269.5194028093607
w_3392.jpg,whale_08439,203.18793994994212,330.96442685097713,199.10419119994208,145.15385855597708
w_9358.jpg,whale_48813,100.24953831993116,275.1614556589665,371.8188304499313,103.64400800196643
w_8357.jpg,whale_08181,430.15743174415525,282.17162439084234,158.58813962415525,149.4497898958424
