Image,bonnet_tip_x,bonnet_tip_y,blowhead_x,blowhead_y
w_1947.jpg,124.15422,129.54317,124.98567,121.72155
w_11096.jpg,94.25281,90.55403,92.60582,87.114296
w_10973.jpg,99.636154,94.15767,97.27659,90.49315
w_10442.jpg,134.7055,119.48524,128.25566,113.797165
w_10606.jpg,103.31802,112.96191,110.98318,122.898445
w_11167.jpg,69.29034,67.33411,67.91749,63.291225
w_1464.jpg,113.66772,113.1599,118.900276,127.81698
w_5072.jpg,130.79054,120.155045,126.11821,114.56062
w_5492.jpg,150.7253,139.82214,144.07266,127.42915
w_10124.jpg,114.36787,107.74861,111.84723,104.5872
w_9503.jpg,120.015175,114.91738,118.03208,111.40947
w_11267.jpg,104.63585,98.61919,101.7791,93.85474
w_1590.jpg,133.75966,133.3356,132.67397,126.37311
w_10175.jpg,125.32238,123.0045,123.656815,116.81018
w_10222.jpg,107.30641,108.70738,109.75664,111.87953
w_6578.jpg,151.69699,144.90176,148.77782,139.54945
w_2830.jpg,127.98888,121.5803,124.98165,116.13563
w_7398.jpg,35.8573,36.075718,35.930244,35.001648
w_1219.jpg,130.93419,120.38129,125.7087,112.844666
w_10546.jpg,138.22693,133.46214,135.76776,127.41315
w_2248.jpg,139.11917,132.94707,135.09758,123.51161
w_3481.jpg,151.85558,145.80351,148.50435,138.05849
w_2920.jpg,145.22609,138.35472,141.89983,131.94293
w_5567.jpg,83.284386,82.48668,82.4993,78.485664
w_7309.jpg,118.99313,120.87978,121.58409,123.54841
w_207.jpg,131.19557,116.06708,124.24394,108.70249
w_4812.jpg,137.81737,125.41894,133.43523,122.8501
w_2611.jpg,117.19628,121.98285,119.859924,121.20867
w_11172.jpg,145.44281,139.36346,143.9595,138.02715
w_6686.jpg,82.58671,94.55828,86.60039,90.01504
w_10922.jpg,117.19476,110.59525,114.73062,107.51231
w_6470.jpg,110.506004,109.39837,109.78136,105.1961
w_5570.jpg,115.76607,113.43654,114.98752,110.47536
w_6221.jpg,109.02482,103.44163,106.040955,97.56872
w_2679.jpg,133.81166,126.553375,130.4155,120.74441
w_665.jpg,107.52248,103.811775,105.15457,97.61001
w_3575.jpg,125.07035,117.800674,122.34003,114.46816
w_3900.jpg,126.04,112.42742,121.43522,111.03212
w_4372.jpg,105.038666,95.05003,100.93605,91.26606
w_8286.jpg,138.75494,131.46782,135.1237,124.7722
w_4640.jpg,118.206635,113.57171,115.73311,107.89676
w_2691.jpg,134.25325,127.91025,131.084,121.66034
w_4796.jpg,147.95987,147.32683,147.70578,142.96947
w_8366.jpg,131.59541,120.72366,126.40831,113.705475
w_3633.jpg,84.0451,81.307495,82.88291,78.534874
w_6364.jpg,122.047966,135.41512,127.61645,133.06122
w_9746.jpg,135.5642,128.70775,132.3533,122.94296
w_11231.jpg,145.04764,134.12003,139.89972,126.90788
